"","bottle","taxon","simple.N","simple.mean","simple.SD"
"3949","e00364","Synchirus gilli",3,0,0
"3950","e00364","Syngnathus leptorhynchus",3,0.0360804937711562,0.00943200391281931
"3951","e00364","Xiphister",3,0,0
"3952","e00364","Zaprora silenus",3,0,0
"3953","e00365","Agonopsis vulsa",3,0,0
"3954","e00365","Ammodytes personatus",3,0.00773297796801041,0.00691253511517391
"3955","e00365","Anoplarchus",3,0,0
"3956","e00365","Anoplopoma fimbria",3,0,0
"3957","e00365","Apodichthys flavidus",3,0,0
"3958","e00365","Artedius fenestralis",3,0.013666763594068,0.0236715289199585
"3959","e00365","Artedius harringtoni",3,0,0
"3960","e00365","Artedius lateralis",3,0,0
"3961","e00365","Aulorhynchus flavidus",3,0,0
"3962","e00365","Blepsias bilobus",3,0,0
"3963","e00365","Blepsias cirrhosus",3,0,0
"3964","e00365","Brachyistius frenatus",3,0,0
"3965","e00365","Chitonotus pugetensis",3,0,0
"3966","e00365","Citharichthys sordidus",3,0,0
"3967","e00365","Citharichthys stigmaeus",3,0,0
"3968","e00365","Clinocottus acuticeps",3,0.00195629353945987,0.00338839980486325
"3969","e00365","Clinocottus embryum",3,0,0
"3970","e00365","Clupea pallasii",3,0.299016986917638,0.123782777628937
"3971","e00365","Cottidae",3,0.00047714476572192,0.000826438976795914
"3972","e00365","Cottus",3,0.0109743296116042,0.019008096466306
"3973","e00365","Cryptacanthodes giganteus",3,0,0
"3974","e00365","Cymatogaster aggregata",3,0.0277573336715756,0.0281155430714168
"3975","e00365","Embiotoca lateralis",3,0,0
"3976","e00365","Enophrys bison",3,0.0104017558927379,0.0180163696941509
"3977","e00365","Gadus",3,0,0
"3978","e00365","Gasterosteus aculeatus",3,0.00956350360246842,0.0165644741378433
"3979","e00365","Gobiesox maeandricus",3,0,0
"3980","e00365","Hemilepidotus hemilepidotus",3,0,0
"3981","e00365","Hexagrammos",3,0,0
"3982","e00365","Hexagrammos decagrammus",3,0,0
"3983","e00365","Hippoglossus stenolepis",3,0.00746340990598042,0.0129270051548709
"3984","e00365","Hypomesus",3,0,0
"3985","e00365","Lepidogobius lepidus",3,0,0
"3986","e00365","Lepidopsetta",3,0,0
"3987","e00365","Leptocottus armatus",3,0.0195797050652443,0.017608962834067
"3988","e00365","Liparis mucosus",3,0,0
"3989","e00365","Lumpenus sagitta",3,0.00243343830518179,0.00421483878165916
"3990","e00365","Microgadus proximus",3,0,0
"3991","e00365","Micropterus",3,0,0
"3992","e00365","Myoxocephalus",3,0.0184177879568661,0.0319005445043223
"3993","e00365","Nautichthys oculofasciatus",3,0,0
"3994","e00365","Oligocottus maculosus",3,0.0168193107878392,0.0149413064424126
"3995","e00365","Oligocottus snyderi",3,0,0
"3996","e00365","Oncorhynchus",3,0,0
"3997","e00365","Oncorhynchus clarkii",3,0.0361288170806597,0.0398665166210583
"3998","e00365","Oncorhynchus gorbuscha",3,0.435075658350993,0.0948604229610386
"3999","e00365","Oncorhynchus keta",3,0.00343544231319782,0.00595036063293058
"4000","e00365","Oncorhynchus kisutch",3,0,0
"4001","e00365","Oncorhynchus nerka",3,0.00113081968272431,0.00195863714467742
"4002","e00365","Oncorhynchus tshawytscha",3,0.0109204872217376,0.0189148387114562
"4003","e00365","Ophiodon elongatus",3,0,0
"4004","e00365","Oxylebius pictus",3,0,0
"4005","e00365","Pholis laeta",3,0.0334859660102178,0.0467426250083452
"4006","e00365","Phytichthys chirus",3,0,0
"4007","e00365","Pleuronectidae 1",3,0,0
"4008","e00365","Pleuronectidae 2",3,0,0
"4009","e00365","Pleuronectidae 3",3,0.0212022331355502,0.0217296651685981
"4010","e00365","Pleuronichthys coenosus",3,0,0
"4011","e00365","Podothecus accipenserinus",3,0,0
"4012","e00365","Rhamphocottus richardsonii",3,0,0
"4013","e00365","Rhinogobiops nicholsii",3,0.00104971848458822,0.00181816574895101
"4014","e00365","Ronquilus jordani",3,0,0
"4015","e00365","Salvelinus",3,0.0113101161359353,0.0172879109087017
"4016","e00365","Scorpaenichthys marmoratus",3,0,0
"4017","e00365","Sebastes 1",3,0,0
"4018","e00365","Sebastes 2",3,0,0
"4019","e00365","Sebastes 3",3,0,0
"4020","e00365","Sebastes entomelas",3,0,0
"4021","e00365","Sebastes nigrocinctus",3,0,0
"4022","e00365","Sebastolobus",3,0,0
"4023","e00365","Stichaeidae",3,0,0
"4024","e00365","Stichaeus punctatus",3,0,0
"4025","e00365","Synchirus gilli",3,0,0
"4026","e00365","Syngnathus leptorhynchus",3,0,0
"4027","e00365","Xiphister",3,0,0
"4028","e00365","Zaprora silenus",3,0,0
"4029","e00366","Agonopsis vulsa",3,0,0
"4030","e00366","Ammodytes personatus",3,0,0
"4031","e00366","Anoplarchus",3,0.0364450505644905,0.0151815863896316
"4032","e00366","Anoplopoma fimbria",3,0,0
"4033","e00366","Apodichthys flavidus",3,0,0
"4034","e00366","Artedius fenestralis",3,0.00589902704359151,0.0102174145547233
"4035","e00366","Artedius harringtoni",3,0,0
"4036","e00366","Artedius lateralis",3,0,0
"4037","e00366","Aulorhynchus flavidus",3,0,0
"4038","e00366","Blepsias bilobus",3,0,0
"4039","e00366","Blepsias cirrhosus",3,0,0
"4040","e00366","Brachyistius frenatus",3,0,0
"4041","e00366","Chitonotus pugetensis",3,0,0
"4042","e00366","Citharichthys sordidus",3,0,0
"4043","e00366","Citharichthys stigmaeus",3,0.00559258408028806,0.00968663977265978
"4044","e00366","Clinocottus acuticeps",3,0.00641067023240351,0.00566211423753966
"4045","e00366","Clinocottus embryum",3,0,0
"4046","e00366","Clupea pallasii",3,0.182400736291647,0.0214719110376571
"4047","e00366","Cottidae",3,0.00124998044881939,0.00130331801968339
"4048","e00366","Cottus",3,0.0271217827372471,0.0035204571664338
"4049","e00366","Cryptacanthodes giganteus",3,0,0
"4050","e00366","Cymatogaster aggregata",3,0.0707572647113721,0.00773087402487767
"4051","e00366","Embiotoca lateralis",3,0,0
"4052","e00366","Enophrys bison",3,0,0
"4053","e00366","Gadus",3,0,0
"4054","e00366","Gasterosteus aculeatus",3,0,0
"4055","e00366","Gobiesox maeandricus",3,0,0
"4056","e00366","Hemilepidotus hemilepidotus",3,0.00668883961566888,0.011585410058018
"4057","e00366","Hexagrammos",3,0.00245154370642764,0.00424619825650839
"4058","e00366","Hexagrammos decagrammus",3,0.00183865777982073,0.0031846486923813
"4059","e00366","Hippoglossus stenolepis",3,0,0
"4060","e00366","Hypomesus",3,0,0
"4061","e00366","Lepidogobius lepidus",3,0,0
"4062","e00366","Lepidopsetta",3,0,0
"4063","e00366","Leptocottus armatus",3,0.0206931688025522,0.018133683745414
"4064","e00366","Liparis mucosus",3,0,0
"4065","e00366","Lumpenus sagitta",3,0,0
"4066","e00366","Microgadus proximus",3,0.000383053704129319,0.000663468477579437
"4067","e00366","Micropterus",3,0,0
"4068","e00366","Myoxocephalus",3,0.0195662238087652,0.020181920044996
"4069","e00366","Nautichthys oculofasciatus",3,0,0
"4070","e00366","Oligocottus maculosus",3,0.012830456047103,0.0145302897486903
"4071","e00366","Oligocottus snyderi",3,0,0
"4072","e00366","Oncorhynchus",3,0.000689496667432774,0.00119424325964299
"4073","e00366","Oncorhynchus clarkii",3,0.00873718600679415,0.0107096633847444
"4074","e00366","Oncorhynchus gorbuscha",3,0.534242797540281,0.123139967631626
"4075","e00366","Oncorhynchus keta",3,0.00383053704129319,0.00663468477579437
"4076","e00366","Oncorhynchus kisutch",3,0.00122577185321382,0.0021230991282542
"4077","e00366","Oncorhynchus nerka",3,0,0
"4078","e00366","Oncorhynchus tshawytscha",3,0,0
"4079","e00366","Ophiodon elongatus",3,0,0
"4080","e00366","Oxylebius pictus",3,0,0
"4081","e00366","Pholis laeta",3,0.0431237526471302,0.03976704289875
"4082","e00366","Phytichthys chirus",3,0,0
"4083","e00366","Pleuronectidae 1",3,0.000689496667432774,0.00119424325964299
"4084","e00366","Pleuronectidae 2",3,0.00206849000229832,0.00358272977892896
"4085","e00366","Pleuronectidae 3",3,7.66107408258638e-05,0.000132693695515887
"4086","e00366","Pleuronichthys coenosus",3,0,0
"4087","e00366","Podothecus accipenserinus",3,0,0
"4088","e00366","Rhamphocottus richardsonii",3,0.000689496667432774,0.00119424325964299
"4089","e00366","Rhinogobiops nicholsii",3,0,0
"4090","e00366","Ronquilus jordani",3,0,0
"4091","e00366","Salvelinus",3,0.00368443866493281,0.00638163496503487
"4092","e00366","Scorpaenichthys marmoratus",3,0,0
"4093","e00366","Sebastes 1",3,0.00061288592660691,0.0010615495641271
"4094","e00366","Sebastes 2",3,0,0
"4095","e00366","Sebastes 3",3,0,0
"4096","e00366","Sebastes entomelas",3,0,0
"4097","e00366","Sebastes nigrocinctus",3,0,0
"4098","e00366","Sebastolobus",3,0,0
"4099","e00366","Stichaeidae",3,0,0
"4100","e00366","Stichaeus punctatus",3,0,0
"4101","e00366","Synchirus gilli",3,0,0
"4102","e00366","Syngnathus leptorhynchus",3,0,0
"4103","e00366","Xiphister",3,0,0
"4104","e00366","Zaprora silenus",3,0,0
"4105","e00368","Agonopsis vulsa",3,0,0
"4106","e00368","Ammodytes personatus",3,0,0
"4107","e00368","Anoplarchus",3,0.00643415953791036,0.0111442912236646
"4108","e00368","Anoplopoma fimbria",3,0,0
"4109","e00368","Apodichthys flavidus",3,0,0
"4110","e00368","Artedius fenestralis",3,0,0
"4111","e00368","Artedius harringtoni",3,0,0
"4112","e00368","Artedius lateralis",3,0,0
"4113","e00368","Aulorhynchus flavidus",3,0,0
"4114","e00368","Blepsias bilobus",3,0,0
"4115","e00368","Blepsias cirrhosus",3,0,0
"4116","e00368","Brachyistius frenatus",3,0,0
"4117","e00368","Chitonotus pugetensis",3,0,0
"4118","e00368","Citharichthys sordidus",3,0,0
"4119","e00368","Citharichthys stigmaeus",3,0,0
"4120","e00368","Clinocottus acuticeps",3,0,0
"4121","e00368","Clinocottus embryum",3,0,0
"4122","e00368","Clupea pallasii",3,0.124431768309822,0.00595049944445427
"4123","e00368","Cottidae",3,0.000885841540733664,0.000801482758805845
"4124","e00368","Cottus",3,0.019993360838756,0.0199007647077756
"4125","e00368","Cryptacanthodes giganteus",3,0,0
"4126","e00368","Cymatogaster aggregata",3,0.0631697220328779,0.0345363757421649
"4127","e00368","Embiotoca lateralis",3,0,0
"4128","e00368","Enophrys bison",3,0,0
"4129","e00368","Gadus",3,0,0
"4130","e00368","Gasterosteus aculeatus",3,0.000438692695766615,0.000759838037977134
"4131","e00368","Gobiesox maeandricus",3,0,0
"4132","e00368","Hemilepidotus hemilepidotus",3,0,0
"4133","e00368","Hexagrammos",3,0,0
"4134","e00368","Hexagrammos decagrammus",3,0,0
"4135","e00368","Hippoglossus stenolepis",3,0,0
"4136","e00368","Hypomesus",3,0,0
"4137","e00368","Lepidogobius lepidus",3,0,0
"4138","e00368","Lepidopsetta",3,0,0
"4139","e00368","Leptocottus armatus",3,0.0192293441447578,0.0179466522382902
"4140","e00368","Liparis mucosus",3,0,0
"4141","e00368","Lumpenus sagitta",3,0,0
"4142","e00368","Microgadus proximus",3,0,0
"4143","e00368","Micropterus",3,0,0
"4144","e00368","Myoxocephalus",3,0.0115178787162393,0.0111109203341067
"4145","e00368","Nautichthys oculofasciatus",3,0,0
"4146","e00368","Oligocottus maculosus",3,0,0
"4147","e00368","Oligocottus snyderi",3,0,0
"4148","e00368","Oncorhynchus",3,0.00212034802953864,0.00367255051688948
"4149","e00368","Oncorhynchus clarkii",3,0.00378754840741249,0.00328606348489826
"4150","e00368","Oncorhynchus gorbuscha",3,0.715366539604476,0.088521512044039
"4151","e00368","Oncorhynchus keta",3,0.00692274364995516,0.00563956964878417
"4152","e00368","Oncorhynchus kisutch",3,0.0060495207693314,0.00611409742914996
"4153","e00368","Oncorhynchus nerka",3,0,0
"4154","e00368","Oncorhynchus tshawytscha",3,0,0
"4155","e00368","Ophiodon elongatus",3,0,0
"4156","e00368","Oxylebius pictus",3,0,0
"4157","e00368","Pholis laeta",3,0.00904073777250864,0.015554780857094
"4158","e00368","Phytichthys chirus",3,0,0
"4159","e00368","Pleuronectidae 1",3,0,0
"4160","e00368","Pleuronectidae 2",3,0.00907636951473081,0.00844442561751666
"4161","e00368","Pleuronectidae 3",3,0,0
"4162","e00368","Pleuronichthys coenosus",3,0,0
"4163","e00368","Podothecus accipenserinus",3,0,0
"4164","e00368","Rhamphocottus richardsonii",3,0,0
"4165","e00368","Rhinogobiops nicholsii",3,0,0
"4166","e00368","Ronquilus jordani",3,0,0
"4167","e00368","Salvelinus",3,0.00153542443518315,0.00265943313291997
"4168","e00368","Scorpaenichthys marmoratus",3,0,0
"4169","e00368","Sebastes 1",3,0,0
"4170","e00368","Sebastes 2",3,0,0
"4171","e00368","Sebastes 3",3,0,0
"4172","e00368","Sebastes entomelas",3,0,0
"4173","e00368","Sebastes nigrocinctus",3,0,0
"4174","e00368","Sebastolobus",3,0,0
"4175","e00368","Stichaeidae",3,0,0
"4176","e00368","Stichaeus punctatus",3,0,0
"4177","e00368","Synchirus gilli",3,0,0
"4178","e00368","Syngnathus leptorhynchus",3,0,0
"4179","e00368","Xiphister",3,0,0
"4180","e00368","Zaprora silenus",3,0,0
"4181","e00369","Agonopsis vulsa",3,0,0
"4182","e00369","Ammodytes personatus",3,0.00172429440058081,0.00298656550901249
"4183","e00369","Anoplarchus",3,0.00081677103185407,0.00141468892532171
"4184","e00369","Anoplopoma fimbria",3,0,0
"4185","e00369","Apodichthys flavidus",3,0.00240754529659965,0.00416999077523408
"4186","e00369","Artedius fenestralis",3,0,0
"4187","e00369","Artedius harringtoni",3,0,0
"4188","e00369","Artedius lateralis",3,0.00381159814865233,0.0066018816515013
"4189","e00369","Aulorhynchus flavidus",3,0,0
"4190","e00369","Blepsias bilobus",3,0,0
"4191","e00369","Blepsias cirrhosus",3,0,0
"4192","e00369","Brachyistius frenatus",3,0,0
"4193","e00369","Chitonotus pugetensis",3,0,0
"4194","e00369","Citharichthys sordidus",3,0,0
"4195","e00369","Citharichthys stigmaeus",3,0,0
"4196","e00369","Clinocottus acuticeps",3,0.00935716058575329,0.0162070775491057
"4197","e00369","Clinocottus embryum",3,0,0
"4198","e00369","Clupea pallasii",3,0.170300123713989,0.0276318584615982
"4199","e00369","Cottidae",3,0.000181504673745349,0.000314375316738157
"4200","e00369","Cottus",3,0.0187069420537207,0.0163876337207865
"4201","e00369","Cryptacanthodes giganteus",3,0,0
"4202","e00369","Cymatogaster aggregata",3,0.0654563054046266,0.0159730697965876
"4203","e00369","Embiotoca lateralis",3,0,0
"4204","e00369","Enophrys bison",3,0,0
"4205","e00369","Gadus",3,0,0
"4206","e00369","Gasterosteus aculeatus",3,0.00208730374807151,0.00361531614248881
"4207","e00369","Gobiesox maeandricus",3,0,0
"4208","e00369","Hemilepidotus hemilepidotus",3,0,0
"4209","e00369","Hexagrammos",3,0,0
"4210","e00369","Hexagrammos decagrammus",3,0,0
"4211","e00369","Hippoglossus stenolepis",3,2.48200546041201e-05,4.29895956209699e-05
"4212","e00369","Hypomesus",3,0,0
"4213","e00369","Lepidogobius lepidus",3,0,0
"4214","e00369","Lepidopsetta",3,0,0
"4215","e00369","Leptocottus armatus",3,0.00960194281299931,0.0164418938955272
"4216","e00369","Liparis mucosus",3,0,0
"4217","e00369","Lumpenus sagitta",3,0.00455849055685783,0.00449370597885063
"4218","e00369","Microgadus proximus",3,0,0
"4219","e00369","Micropterus",3,0,0
"4220","e00369","Myoxocephalus",3,0.00487567774527677,0.00442513126578797
"4221","e00369","Nautichthys oculofasciatus",3,0,0
"4222","e00369","Oligocottus maculosus",3,0.00172429440058081,0.00298656550901249
"4223","e00369","Oligocottus snyderi",3,0,0
"4224","e00369","Oncorhynchus",3,0.00163354206370814,0.00282937785064342
"4225","e00369","Oncorhynchus clarkii",3,0.00403332306879129,0.00388200657562835
"4226","e00369","Oncorhynchus gorbuscha",3,0.648896746667878,0.0497342394872778
"4227","e00369","Oncorhynchus keta",3,0.0120073487455201,0.00473977686100138
"4228","e00369","Oncorhynchus kisutch",3,0.00902076639678199,0.0122589576207612
"4229","e00369","Oncorhynchus nerka",3,0,0
"4230","e00369","Oncorhynchus tshawytscha",3,0.000363009347490698,0.000628750633476314
"4231","e00369","Ophiodon elongatus",3,0,0
"4232","e00369","Oxylebius pictus",3,0,0
"4233","e00369","Pholis laeta",3,0.0230452825548042,0.00859390416396204
"4234","e00369","Phytichthys chirus",3,0,0
"4235","e00369","Pleuronectidae 1",3,0,0
"4236","e00369","Pleuronectidae 2",3,0,0
"4237","e00369","Pleuronectidae 3",3,0,0
"4238","e00369","Pleuronichthys coenosus",3,0,0
"4239","e00369","Podothecus accipenserinus",3,0,0
"4240","e00369","Rhamphocottus richardsonii",3,0,0
"4241","e00369","Rhinogobiops nicholsii",3,0,0
"4242","e00369","Ronquilus jordani",3,0,0
"4243","e00369","Salvelinus",3,0.00355015978966,0.00400733377311748
"4244","e00369","Scorpaenichthys marmoratus",3,0,0
"4245","e00369","Sebastes 1",3,0,0
"4246","e00369","Sebastes 2",3,0,0
"4247","e00369","Sebastes 3",3,0,0
"4248","e00369","Sebastes entomelas",3,0,0
"4249","e00369","Sebastes nigrocinctus",3,0,0
"4250","e00369","Sebastolobus",3,0,0
"4251","e00369","Stichaeidae",3,0,0
"4252","e00369","Stichaeus punctatus",3,0,0
"4253","e00369","Synchirus gilli",3,0.00181504673745349,0.00314375316738157
"4254","e00369","Syngnathus leptorhynchus",3,0,0
"4255","e00369","Xiphister",3,0,0
"4256","e00369","Zaprora silenus",3,0,0
"4257","e00370","Agonopsis vulsa",3,0,0
"4258","e00370","Ammodytes personatus",3,0,0
"4259","e00370","Anoplarchus",3,0.00166580131533403,0.00208593624755605
"4260","e00370","Anoplopoma fimbria",3,0.00843253968253968,0.0146055871669995
"4261","e00370","Apodichthys flavidus",3,0,0
"4262","e00370","Artedius fenestralis",3,0,0
"4263","e00370","Artedius harringtoni",3,0,0
"4264","e00370","Artedius lateralis",3,0,0
"4265","e00370","Aulorhynchus flavidus",3,0,0
"4266","e00370","Blepsias bilobus",3,0,0
"4267","e00370","Blepsias cirrhosus",3,0,0
"4268","e00370","Brachyistius frenatus",3,0,0
"4269","e00370","Chitonotus pugetensis",3,0,0
"4270","e00370","Citharichthys sordidus",3,0,0
"4271","e00370","Citharichthys stigmaeus",3,0.00163180537012313,0.00282636980911699
"4272","e00370","Clinocottus acuticeps",3,0,0
"4273","e00370","Clinocottus embryum",3,0,0
"4274","e00370","Clupea pallasii",3,0.140347882316782,0.0123575305709284
"4275","e00370","Cottidae",3,0.00181448740454672,0.00145197249636581
"4276","e00370","Cottus",3,0.0126094051327696,0.0218401303431768
"4277","e00370","Cryptacanthodes giganteus",3,0,0
"4278","e00370","Cymatogaster aggregata",3,0.0495639630786922,0.0204180769567239
"4279","e00370","Embiotoca lateralis",3,0,0
"4280","e00370","Enophrys bison",3,0.0224168963485278,0.0182338920530511
"4281","e00370","Gadus",3,0,0
"4282","e00370","Gasterosteus aculeatus",3,0.00253887899915937,0.00397563497587992
"4283","e00370","Gobiesox maeandricus",3,0,0
"4284","e00370","Hemilepidotus hemilepidotus",3,0.00222518914107699,0.0038541406487959
"4285","e00370","Hexagrammos",3,0.00118676754190773,0.00205554167935781
"4286","e00370","Hexagrammos decagrammus",3,0.000148345942738466,0.000256942709919727
"4287","e00370","Hippoglossus stenolepis",3,0,0
"4288","e00370","Hypomesus",3,0,0
"4289","e00370","Lepidogobius lepidus",3,0,0
"4290","e00370","Lepidopsetta",3,0,0
"4291","e00370","Leptocottus armatus",3,0.0136665651791152,0.0128295380331905
"4292","e00370","Liparis mucosus",3,0,0
"4293","e00370","Lumpenus sagitta",3,0,0
"4294","e00370","Microgadus proximus",3,0,0
"4295","e00370","Micropterus",3,0,0
"4296","e00370","Myoxocephalus",3,0.0167688705128438,0.0147285453920577
"4297","e00370","Nautichthys oculofasciatus",3,0,0
"4298","e00370","Oligocottus maculosus",3,0.000593383770953864,0.00102777083967891
"4299","e00370","Oligocottus snyderi",3,0,0
"4300","e00370","Oncorhynchus",3,0.00118676754190773,0.00205554167935781
"4301","e00370","Oncorhynchus clarkii",3,0.0138760451450443,0.00667349428601126
"4302","e00370","Oncorhynchus gorbuscha",3,0.652977353753755,0.0478827920766857
"4303","e00370","Oncorhynchus keta",3,0.00493404786629086,0.00469473824874192
"4304","e00370","Oncorhynchus kisutch",3,0.00586507318399842,0.00668563641333486
"4305","e00370","Oncorhynchus nerka",3,0,0
"4306","e00370","Oncorhynchus tshawytscha",3,0,0
"4307","e00370","Ophiodon elongatus",3,0,0
"4308","e00370","Oxylebius pictus",3,0,0
"4309","e00370","Pholis laeta",3,0.0151312861593235,0.0262081564118121
"4310","e00370","Phytichthys chirus",3,0,0
"4311","e00370","Pleuronectidae 1",3,0,0
"4312","e00370","Pleuronectidae 2",3,0,0
"4313","e00370","Pleuronectidae 3",3,0.00677446471838995,0.00818774642673889
"4314","e00370","Pleuronichthys coenosus",3,0.0123181216931217,0.0213356126263031
"4315","e00370","Podothecus accipenserinus",3,0,0
"4316","e00370","Rhamphocottus richardsonii",3,0,0
"4317","e00370","Rhinogobiops nicholsii",3,0,0
"4318","e00370","Ronquilus jordani",3,0,0
"4319","e00370","Salvelinus",3,0.0113260582010582,0.019617308253715
"4320","e00370","Scorpaenichthys marmoratus",3,0,0
"4321","e00370","Sebastes 1",3,0,0
"4322","e00370","Sebastes 2",3,0,0
"4323","e00370","Sebastes 3",3,0,0
"4324","e00370","Sebastes entomelas",3,0,0
"4325","e00370","Sebastes nigrocinctus",3,0,0
"4326","e00370","Sebastolobus",3,0,0
"4327","e00370","Stichaeidae",3,0,0
"4328","e00370","Stichaeus punctatus",3,0,0
"4329","e00370","Synchirus gilli",3,0,0
"4330","e00370","Syngnathus leptorhynchus",3,0,0
"4331","e00370","Xiphister",3,0,0
"4332","e00370","Zaprora silenus",3,0,0
"4333","e03265","Agonopsis vulsa",3,0,0
"4334","e03265","Ammodytes personatus",3,0,0
"4335","e03265","Anoplarchus",3,0.0225869597952116,0.0391217619538219
"4336","e03265","Anoplopoma fimbria",3,0,0
"4337","e03265","Apodichthys flavidus",3,0,0
"4338","e03265","Artedius fenestralis",3,0,0
"4339","e03265","Artedius harringtoni",3,0,0
"4340","e03265","Artedius lateralis",3,0,0
"4341","e03265","Aulorhynchus flavidus",3,0,0
"4342","e03265","Blepsias bilobus",3,0,0
"4343","e03265","Blepsias cirrhosus",3,0,0
"4344","e03265","Brachyistius frenatus",3,0.0192240124479245,0.0332969662851418
"4345","e03265","Chitonotus pugetensis",3,0,0
"4346","e03265","Citharichthys sordidus",3,0,0
"4347","e03265","Citharichthys stigmaeus",3,0,0
"4348","e03265","Clinocottus acuticeps",3,0,0
"4349","e03265","Clinocottus embryum",3,0,0
"4350","e03265","Clupea pallasii",3,0.150004483365412,0.0924092476880356
"4351","e03265","Cottidae",3,0,0
"4352","e03265","Cottus",3,0,0
"4353","e03265","Cryptacanthodes giganteus",3,0,0
"4354","e03265","Cymatogaster aggregata",3,0.229958142618955,0.0761640433497983
"4355","e03265","Embiotoca lateralis",3,0,0
"4356","e03265","Enophrys bison",3,0,0
"4357","e03265","Gadus",3,0,0
"4358","e03265","Gasterosteus aculeatus",3,0.275953027691066,0.0737619586835669
"4359","e03265","Gobiesox maeandricus",3,0,0
"4360","e03265","Hemilepidotus hemilepidotus",3,0,0
"4361","e03265","Hexagrammos",3,0,0
"4362","e03265","Hexagrammos decagrammus",3,0,0
"4363","e03265","Hippoglossus stenolepis",3,0,0
"4364","e03265","Hypomesus",3,0,0
"4365","e03265","Lepidogobius lepidus",3,0,0
"4366","e03265","Lepidopsetta",3,0,0
"4367","e03265","Leptocottus armatus",3,0,0
"4368","e03265","Liparis mucosus",3,0,0
"4369","e03265","Lumpenus sagitta",3,0.0578272508186166,0.0998990382194343
"4370","e03265","Microgadus proximus",3,0,0
"4371","e03265","Micropterus",3,0,0
"4372","e03265","Myoxocephalus",3,0,0
"4373","e03265","Nautichthys oculofasciatus",3,0,0
"4374","e03265","Oligocottus maculosus",3,0.010894093844837,0.018869124041681
"4375","e03265","Oligocottus snyderi",3,0,0
"4376","e03265","Oncorhynchus",3,0,0
"4377","e03265","Oncorhynchus clarkii",3,0,0
"4378","e03265","Oncorhynchus gorbuscha",3,0.0209807759875521,0.0363397699926613
"4379","e03265","Oncorhynchus keta",3,0.0315928721500272,0.054720459720875
"4380","e03265","Oncorhynchus kisutch",3,0.0814335803523174,0.0474322517521716
"4381","e03265","Oncorhynchus nerka",3,0,0
"4382","e03265","Oncorhynchus tshawytscha",3,0,0
"4383","e03265","Ophiodon elongatus",3,0,0
"4384","e03265","Oxylebius pictus",3,0,0
"4385","e03265","Pholis laeta",3,0.0880800640723235,0.0441421231563493
"4386","e03265","Phytichthys chirus",3,0,0
"4387","e03265","Pleuronectidae 1",3,0,0
"4388","e03265","Pleuronectidae 2",3,0,0
"4389","e03265","Pleuronectidae 3",3,0,0
"4390","e03265","Pleuronichthys coenosus",3,0,0
"4391","e03265","Podothecus accipenserinus",3,0,0
"4392","e03265","Rhamphocottus richardsonii",3,0,0
"4393","e03265","Rhinogobiops nicholsii",3,0,0
"4394","e03265","Ronquilus jordani",3,0,0
"4395","e03265","Salvelinus",3,0,0
"4396","e03265","Scorpaenichthys marmoratus",3,0,0
"4397","e03265","Sebastes 1",3,0,0
"4398","e03265","Sebastes 2",3,0,0
"4399","e03265","Sebastes 3",3,0,0
"4400","e03265","Sebastes entomelas",3,0,0
"4401","e03265","Sebastes nigrocinctus",3,0,0
"4402","e03265","Sebastolobus",3,0,0
"4403","e03265","Stichaeidae",3,0,0
"4404","e03265","Stichaeus punctatus",3,0,0
"4405","e03265","Synchirus gilli",3,0,0
"4406","e03265","Syngnathus leptorhynchus",3,0,0
"4407","e03265","Xiphister",3,0.011464736855757,0.0198575067295786
"4408","e03265","Zaprora silenus",3,0,0
"4409","e03266","Agonopsis vulsa",3,0,0
"4410","e03266","Ammodytes personatus",3,0,0
"4411","e03266","Anoplarchus",3,0,0
"4412","e03266","Anoplopoma fimbria",3,0,0
"4413","e03266","Apodichthys flavidus",3,0,0
"4414","e03266","Artedius fenestralis",3,0.00927466773170028,0.0160641957346245
"4415","e03266","Artedius harringtoni",3,0,0
"4416","e03266","Artedius lateralis",3,0.0243293378995434,0.0421396493565202
"4417","e03266","Aulorhynchus flavidus",3,0,0
"4418","e03266","Blepsias bilobus",3,0,0
"4419","e03266","Blepsias cirrhosus",3,0,0
"4420","e03266","Brachyistius frenatus",3,0,0
"4421","e03266","Chitonotus pugetensis",3,0,0
"4422","e03266","Citharichthys sordidus",3,0,0
"4423","e03266","Citharichthys stigmaeus",3,0,0
"4424","e03266","Clinocottus acuticeps",3,0,0
"4425","e03266","Clinocottus embryum",3,0,0
"4426","e03266","Clupea pallasii",3,0.123028700823178,0.0627862665925358
"4427","e03266","Cottidae",3,0,0
"4428","e03266","Cottus",3,0,0
"4429","e03266","Cryptacanthodes giganteus",3,0,0
"4430","e03266","Cymatogaster aggregata",3,0.440340517667689,0.084356528230355
"4431","e03266","Embiotoca lateralis",3,0,0
"4432","e03266","Enophrys bison",3,0,0
"4433","e03266","Gadus",3,0,0
"4434","e03266","Gasterosteus aculeatus",3,0.180772070439105,0.00361005383193878
"4435","e03266","Gobiesox maeandricus",3,0,0
"4436","e03266","Hemilepidotus hemilepidotus",3,0,0
"4437","e03266","Hexagrammos",3,0.0580088567204525,0.100301396919818
"4438","e03266","Hexagrammos decagrammus",3,0,0
"4439","e03266","Hippoglossus stenolepis",3,0,0
"4440","e03266","Hypomesus",3,0,0
"4441","e03266","Lepidogobius lepidus",3,0,0
