"","sample.PCR","sample","rep","count","taxon","taxonomic_level","SampleCode","Sample_label","Sample_rep","Sample_date","Extraction_date"
"1030","e00320-A","e00320","A",527,"Actinopteri","class","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1031","e00320-A","e00320","A",65,"Pleuronectidae","family","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1032","e00320-A","e00320","A",474,"Artedius_harringtoni","species","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1033","e00320-A","e00320","A",273,"Oxylebius_pictus","species","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1034","e00320-A","e00320","A",13,"Artedius_lateralis","species","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1035","e00320-A","e00320","A",100,"Stichaeidae","family","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1036","e00320-B","e00320","B",4834,"Clupeidae","family","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1037","e00320-B","e00320","B",1177,"Salmonidae","family","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1038","e00320-B","e00320","B",2004,"Cymatogaster_aggregata","species","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1039","e00320-B","e00320","B",2738,"Pholis","genus","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1040","e00320-B","e00320","B",2719,"Anoplarchus","genus","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1041","e00320-B","e00320","B",1154,"Oncorhynchus","genus","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1042","e00320-B","e00320","B",124,"Oligocottus","genus","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1043","e00320-C","e00320","C",5276,"Clupeidae","family","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1044","e00320-C","e00320","C",376,"Salmonidae","family","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1045","e00320-C","e00320","C",2560,"Cymatogaster_aggregata","species","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1046","e00320-C","e00320","C",2712,"Pholis","genus","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1047","e00320-C","e00320","C",1915,"Oncorhynchus","genus","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1048","e00320-C","e00320","C",864,"Stichaeidae","family","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1049","e00320-C","e00320","C",1628,"Apodichthys_flavidus","species","2021_DALL_B_3","Dall bay kelp","3","6/15/21","11/18/21"
"1050","e00321-A","e00321","A",17,"Bos","genus","2021_DALL_B_4","Dall bay kelp","control","6/15/21","11/18/21"
"1051","e00321-A","e00321","A",100,"Sus","genus","2021_DALL_B_4","Dall bay kelp","control","6/15/21","11/18/21"
"1052","e00321-B","e00321","B",71,"Homo_sapiens","species","2021_DALL_B_4","Dall bay kelp","control","6/15/21","11/18/21"
"1053","e00321-B","e00321","B",50,"Bos","genus","2021_DALL_B_4","Dall bay kelp","control","6/15/21","11/18/21"
"1054","e00321-C","e00321","C",10,"Homo_sapiens","species","2021_DALL_B_4","Dall bay kelp","control","6/15/21","11/18/21"
"1055","e00321-C","e00321","C",61,"Bos","genus","2021_DALL_B_4","Dall bay kelp","control","6/15/21","11/18/21"
"1056","e00322-A","e00322","A",3413,"Clupeidae","family","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1057","e00322-A","e00322","A",49,"Salmonidae","family","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1058","e00322-A","e00322","A",4118,"Cymatogaster_aggregata","species","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1059","e00322-A","e00322","A",100,"Pholis","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1060","e00322-A","e00322","A",371,"Gasterosteus","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1061","e00322-A","e00322","A",2021,"Cottidae","family","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1062","e00322-A","e00322","A",266,"Anoplarchus","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1063","e00322-A","e00322","A",92,"Stichaeidae","family","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1064","e00322-A","e00322","A",1,"Oligocottus","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1065","e00322-B","e00322","B",7203,"Clupeidae","family","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1066","e00322-B","e00322","B",11393,"Cymatogaster_aggregata","species","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1067","e00322-B","e00322","B",660,"Pholis","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1068","e00322-B","e00322","B",599,"Gasterosteus","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1069","e00322-B","e00322","B",2022,"Cottidae","family","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1070","e00322-B","e00322","B",835,"Anoplarchus","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1071","e00322-B","e00322","B",457,"Stichaeidae","family","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1072","e00322-B","e00322","B",1086,"Clinocottus_acuticeps","species","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1073","e00322-B","e00322","B",23,"Oligocottus","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1074","e00322-C","e00322","C",7704,"Clupeidae","family","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1075","e00322-C","e00322","C",9989,"Cymatogaster_aggregata","species","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1076","e00322-C","e00322","C",402,"Pholis","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1077","e00322-C","e00322","C",826,"Gasterosteus","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1078","e00322-C","e00322","C",4191,"Cottidae","family","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1079","e00322-C","e00322","C",916,"Syngnathus_leptorhynchus","species","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1080","e00322-C","e00322","C",703,"Clinocottus_acuticeps","species","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1081","e00322-C","e00322","C",277,"Anoplarchus","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1082","e00322-C","e00322","C",390,"Gasterosteus_aculeatus","species","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1083","e00322-C","e00322","C",57,"Oligocottus","genus","2021_MOIR_A_1","Moira sound eel","1","6/22/21","11/18/21"
"1084","e00323-A","e00323","A",1921,"Clupeidae","family","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1085","e00323-A","e00323","A",3738,"Cymatogaster_aggregata","species","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1086","e00323-A","e00323","A",96,"Pholis","genus","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1087","e00323-A","e00323","A",1515,"Cottidae","family","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1088","e00323-B","e00323","B",3352,"Clupeidae","family","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1089","e00323-B","e00323","B",8400,"Cymatogaster_aggregata","species","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1090","e00323-B","e00323","B",2873,"Gasterosteus","genus","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1091","e00323-B","e00323","B",2294,"Cottidae","family","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1092","e00323-B","e00323","B",16,"Homo_sapiens","species","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1093","e00323-B","e00323","B",9,"Sus","genus","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1094","e00323-C","e00323","C",6312,"Clupeidae","family","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1095","e00323-C","e00323","C",5624,"Cymatogaster_aggregata","species","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1096","e00323-C","e00323","C",1794,"Gasterosteus","genus","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1097","e00323-C","e00323","C",118,"Gasterosteus_aculeatus","species","2021_MOIR_A_2","Moira sound eel","2","6/22/21","11/18/21"
"1098","e00324-A","e00324","A",3287,"Clupeidae","family","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1099","e00324-A","e00324","A",4779,"Cymatogaster_aggregata","species","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1100","e00324-A","e00324","A",416,"Gasterosteus","genus","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1101","e00324-A","e00324","A",1151,"Cottidae","family","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1102","e00324-A","e00324","A",155,"Anoplarchus","genus","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1103","e00324-A","e00324","A",89,"Clinocottus_acuticeps","species","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1104","e00324-A","e00324","A",1,"Homo_sapiens","species","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1105","e00324-A","e00324","A",1,"Pleuronectidae","family","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1106","e00324-B","e00324","B",7796,"Clupeidae","family","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1107","e00324-B","e00324","B",10689,"Cymatogaster_aggregata","species","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1108","e00324-B","e00324","B",78,"Pholis","genus","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1109","e00324-B","e00324","B",1580,"Gasterosteus","genus","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1110","e00324-B","e00324","B",2150,"Cottidae","family","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1111","e00324-B","e00324","B",249,"Anoplarchus","genus","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1112","e00324-B","e00324","B",482,"Clinocottus_acuticeps","species","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1113","e00324-B","e00324","B",13,"Gasterosteus_aculeatus","species","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1114","e00324-B","e00324","B",4,"Homo_sapiens","species","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1115","e00324-C","e00324","C",6924,"Clupeidae","family","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1116","e00324-C","e00324","C",10132,"Cymatogaster_aggregata","species","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1117","e00324-C","e00324","C",1314,"Gasterosteus","genus","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1118","e00324-C","e00324","C",3520,"Cottidae","family","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1119","e00324-C","e00324","C",731,"Anoplarchus","genus","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1120","e00324-C","e00324","C",571,"Clinocottus_acuticeps","species","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1121","e00324-C","e00324","C",516,"Gasterosteus_aculeatus","species","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1122","e00324-C","e00324","C",2,"Oligocottus","genus","2021_MOIR_A_3","Moira sound eel","3","6/22/21","11/18/21"
"1123","e00325-A","e00325","A",3055,"Cymatogaster_aggregata","species","2021_MOIR_A_4","Moira sound eel","control","6/22/21","11/18/21"
"1124","e00325-A","e00325","A",2,"Gasterosteus","genus","2021_MOIR_A_4","Moira sound eel","control","6/22/21","11/18/21"
"1125","e00325-A","e00325","A",463,"Stichaeidae","family","2021_MOIR_A_4","Moira sound eel","control","6/22/21","11/18/21"
"1126","e00325-B","e00325","B",8558,"Cymatogaster_aggregata","species","2021_MOIR_A_4","Moira sound eel","control","6/22/21","11/18/21"
"1127","e00325-B","e00325","B",2946,"Syngnathus_leptorhynchus","species","2021_MOIR_A_4","Moira sound eel","control","6/22/21","11/18/21"
"1128","e00325-B","e00325","B",2982,"Stichaeidae","family","2021_MOIR_A_4","Moira sound eel","control","6/22/21","11/18/21"
"1129","e00325-C","e00325","C",3644,"Cymatogaster_aggregata","species","2021_MOIR_A_4","Moira sound eel","control","6/22/21","11/18/21"
"1130","e00325-C","e00325","C",2398,"Syngnathus_leptorhynchus","species","2021_MOIR_A_4","Moira sound eel","control","6/22/21","11/18/21"
"1131","e00325-C","e00325","C",5457,"Stichaeidae","family","2021_MOIR_A_4","Moira sound eel","control","6/22/21","11/18/21"
"1132","e00326-A","e00326","A",710,"Clupeidae","family","2021_MOIR_B_1","Moira sound kelp","1","6/23/21","11/18/21"
"1133","e00326-B","e00326","B",101,"Homo_sapiens","species","2021_MOIR_B_1","Moira sound kelp","1","6/23/21","11/18/21"
"1134","e00326-C","e00326","C",1,"Ammodytidae","family","2021_MOIR_B_1","Moira sound kelp","1","6/23/21","11/18/21"
"1135","e00327-A","e00327","A",1,"Oncorhynchus","genus","2021_MOIR_B_2","Moira sound kelp","2","6/23/21","11/18/21"
"1136","e00327-A","e00327","A",764,"Clupeidae","family","2021_MOIR_B_2","Moira sound kelp","2","6/23/21","11/18/21"
"1137","e00327-B","e00327","B",7,"Homo_sapiens","species","2021_MOIR_B_2","Moira sound kelp","2","6/23/21","11/18/21"
"1138","e00328-A","e00328","A",228,"Clupeidae","family","2021_MOIR_B_3","Moira sound kelp","3","6/23/21","11/18/21"
"1139","e00328-A","e00328","A",390,"Cymatogaster_aggregata","species","2021_MOIR_B_3","Moira sound kelp","3","6/23/21","11/18/21"
"1140","e00328-A","e00328","A",381,"Pholis","genus","2021_MOIR_B_3","Moira sound kelp","3","6/23/21","11/18/21"
"1141","e00328-A","e00328","A",1,"Anoplarchus","genus","2021_MOIR_B_3","Moira sound kelp","3","6/23/21","11/18/21"
"1142","e00328-A","e00328","A",1,"Bos","genus","2021_MOIR_B_3","Moira sound kelp","3","6/23/21","11/18/21"
"1143","e00328-B","e00328","B",877,"Clupeidae","family","2021_MOIR_B_3","Moira sound kelp","3","6/23/21","11/18/21"
"1144","e00328-B","e00328","B",504,"Stichaeidae","family","2021_MOIR_B_3","Moira sound kelp","3","6/23/21","11/18/21"
"1145","e00328-C","e00328","C",2763,"Clupeidae","family","2021_MOIR_B_3","Moira sound kelp","3","6/23/21","11/18/21"
"1146","e00328-C","e00328","C",1,"Pholis","genus","2021_MOIR_B_3","Moira sound kelp","3","6/23/21","11/18/21"
"1147","e00328-C","e00328","C",3,"Homo_sapiens","species","2021_MOIR_B_3","Moira sound kelp","3","6/23/21","11/18/21"
"1148","e00329-A","e00329","A",1,"Homo_sapiens","species","2021_MOIR_B_4","Moira sound kelp","control","6/23/21","11/18/21"
"1149","e00330-A","e00330","A",2568,"Clupeidae","family","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1150","e00330-A","e00330","A",2330,"Cymatogaster_aggregata","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1151","e00330-A","e00330","A",494,"Anoplarchus","genus","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1152","e00330-A","e00330","A",844,"Syngnathus_leptorhynchus","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1153","e00330-A","e00330","A",1731,"Artedius_fenestralis","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1154","e00330-A","e00330","A",396,"Gadidae","family","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1155","e00330-A","e00330","A",87,"Hexagrammos","genus","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1156","e00330-A","e00330","A",258,"Hexagrammos_decagrammus","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1157","e00330-A","e00330","A",37,"Oligocottus","genus","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1158","e00330-B","e00330","B",7138,"Clupeidae","family","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1159","e00330-B","e00330","B",4577,"Cymatogaster_aggregata","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1160","e00330-B","e00330","B",580,"Pholis","genus","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1161","e00330-B","e00330","B",3403,"Syngnathus_leptorhynchus","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1162","e00330-B","e00330","B",1523,"Artedius_fenestralis","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1163","e00330-B","e00330","B",711,"Clinocottus_acuticeps","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1164","e00330-B","e00330","B",645,"Anoplarchus","genus","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1165","e00330-C","e00330","C",9035,"Clupeidae","family","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1166","e00330-C","e00330","C",3247,"Cymatogaster_aggregata","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1167","e00330-C","e00330","C",1405,"Pholis","genus","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1168","e00330-C","e00330","C",2855,"Syngnathus_leptorhynchus","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1169","e00330-C","e00330","C",3873,"Artedius_fenestralis","species","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1170","e00330-C","e00330","C",6,"Oligocottus","genus","2021_NICH_A_1","Nichols bay eel","1","6/26/21","11/18/21"
"1171","e00331-A","e00331","A",2005,"Clupeidae","family","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1172","e00331-A","e00331","A",2131,"Syngnathus_leptorhynchus","species","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1173","e00331-A","e00331","A",3,"Megaptera_novaeangliae","species","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1174","e00331-B","e00331","B",4968,"Clupeidae","family","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1175","e00331-B","e00331","B",1177,"Cymatogaster_aggregata","species","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1176","e00331-B","e00331","B",1388,"Pholis","genus","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1177","e00331-B","e00331","B",1681,"Hexagrammos","genus","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1178","e00331-B","e00331","B",1866,"Oncorhynchus","genus","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1179","e00331-B","e00331","B",1316,"Embiotocidae","family","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1180","e00331-C","e00331","C",4362,"Clupeidae","family","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1181","e00331-C","e00331","C",5491,"Cymatogaster_aggregata","species","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1182","e00331-C","e00331","C",7416,"Pholis","genus","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1183","e00331-C","e00331","C",1,"Ammodytidae","family","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1184","e00331-C","e00331","C",3966,"Syngnathus_leptorhynchus","species","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1185","e00331-C","e00331","C",826,"Hexagrammos","genus","2021_NICH_A_2","Nichols bay eel","2","6/26/21","11/18/21"
"1186","e00333-B","e00333","B",1,"Salmonidae","family","2021_NICH_A_4","Nichols bay eel","control","6/26/21","11/18/21"
"1187","e00333-B","e00333","B",14,"Homo_sapiens","species","2021_NICH_A_4","Nichols bay eel","control","6/26/21","11/18/21"
"1188","e00333-C","e00333","C",3,"Homo_sapiens","species","2021_NICH_A_4","Nichols bay eel","control","6/26/21","11/18/21"
"1189","e00334-A","e00334","A",2589,"Clupeidae","family","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1190","e00334-A","e00334","A",475,"Cymatogaster_aggregata","species","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1191","e00334-A","e00334","A",1207,"Pholis","genus","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1192","e00334-A","e00334","A",381,"Sebastidae","family","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1193","e00334-A","e00334","A",292,"Artedius_fenestralis","species","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1194","e00334-A","e00334","A",145,"Oligocottus","genus","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1195","e00334-A","e00334","A",10,"Artedius_lateralis","species","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1196","e00334-B","e00334","B",8791,"Clupeidae","family","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1197","e00334-B","e00334","B",1682,"Cymatogaster_aggregata","species","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1198","e00334-B","e00334","B",2226,"Pholis","genus","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1199","e00334-B","e00334","B",1919,"Hemilepidotus","genus","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1200","e00334-B","e00334","B",1893,"Anoplarchus","genus","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1201","e00334-C","e00334","C",8808,"Clupeidae","family","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1202","e00334-C","e00334","C",2571,"Pholis","genus","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1203","e00334-C","e00334","C",1181,"Hemilepidotus","genus","2021_NICH_B_1","Nichols bay kelp","1","6/25/21","11/18/21"
"1204","e00335-A","e00335","A",1813,"Clupeidae","family","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1205","e00335-A","e00335","A",453,"Salmonidae","family","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1206","e00335-A","e00335","A",755,"Cymatogaster_aggregata","species","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1207","e00335-A","e00335","A",1167,"Pholis","genus","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1208","e00335-A","e00335","A",800,"Anoplarchus","genus","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1209","e00335-A","e00335","A",665,"Stichaeidae","family","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1210","e00335-A","e00335","A",210,"Artedius_lateralis","species","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1211","e00335-B","e00335","B",6254,"Clupeidae","family","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1212","e00335-B","e00335","B",958,"Pholis","genus","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1213","e00335-B","e00335","B",3882,"Anoplarchus","genus","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1214","e00335-B","e00335","B",29,"Stichaeidae","family","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1215","e00335-C","e00335","C",4623,"Clupeidae","family","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1216","e00335-C","e00335","C",1230,"Salmonidae","family","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1217","e00335-C","e00335","C",6744,"Pholis","genus","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1218","e00335-C","e00335","C",2379,"Anoplarchus","genus","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1219","e00335-C","e00335","C",3048,"Sebastidae","family","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1220","e00335-C","e00335","C",2052,"Artedius_fenestralis","species","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1221","e00335-C","e00335","C",15,"Homo_sapiens","species","2021_NICH_B_2","Nichols bay kelp","2","6/25/21","11/18/21"
"1222","e00336-A","e00336","A",96,"Bos","genus","Extraction blank","","","","11/18/21"
"1223","e00336-B","e00336","B",2643,"Oncorhynchus","genus","Extraction blank","","","","11/18/21"
"1224","e00336-B","e00336","B",3,"Homo_sapiens","species","Extraction blank","","","","11/18/21"
"1225","e00336-B","e00336","B",284,"Oncorhynchus_tshawytscha","species","Extraction blank","","","","11/18/21"
"1226","e00336-B","e00336","B",32,"Bos","genus","Extraction blank","","","","11/18/21"
"1227","e00337-A","e00337","A",1,"Clupeidae","family","2021_NICH_B_3","Nichols bay kelp","3","6/25/21","11/22/21"
"1228","e00337-A","e00337","A",723,"Cymatogaster_aggregata","species","2021_NICH_B_3","Nichols bay kelp","3","6/25/21","11/22/21"
"1229","e00337-B","e00337","B",2,"Cymatogaster_aggregata","species","2021_NICH_B_3","Nichols bay kelp","3","6/25/21","11/22/21"
"1230","e00337-C","e00337","C",1,"Syngnathus_leptorhynchus","species","2021_NICH_B_3","Nichols bay kelp","3","6/25/21","11/22/21"
"1231","e00338-A","e00338","A",2798,"Cymatogaster_aggregata","species","2021_NICH_B_4","Nichols bay kelp","control","6/25/21","11/22/21"
"1232","e00338-A","e00338","A",77,"Homo_sapiens","species","2021_NICH_B_4","Nichols bay kelp","control","6/25/21","11/22/21"
"1233","e00338-A","e00338","A",9,"Ovis","genus","2021_NICH_B_4","Nichols bay kelp","control","6/25/21","11/22/21"
"1234","e00338-B","e00338","B",3,"Cymatogaster_aggregata","species","2021_NICH_B_4","Nichols bay kelp","control","6/25/21","11/22/21"
"1235","e00338-C","e00338","C",2,"Syngnathus_leptorhynchus","species","2021_NICH_B_4","Nichols bay kelp","control","6/25/21","11/22/21"
"1236","e00338-C","e00338","C",215,"Homo_sapiens","species","2021_NICH_B_4","Nichols bay kelp","control","6/25/21","11/22/21"
"1237","e00339-A","e00339","A",34,"Clupeidae","family","2021_TAHB_A_1","Tah bay eel","1","6/27/21","11/22/21"
"1238","e00339-A","e00339","A",1026,"Citharichthys_stigmaeus","species","2021_TAHB_A_1","Tah bay eel","1","6/27/21","11/22/21"
"1239","e00339-B","e00339","B",13,"Clupeidae","family","2021_TAHB_A_1","Tah bay eel","1","6/27/21","11/22/21"
"1240","e00339-B","e00339","B",5,"Cymatogaster_aggregata","species","2021_TAHB_A_1","Tah bay eel","1","6/27/21","11/22/21"
"1241","e00339-B","e00339","B",930,"Citharichthys_stigmaeus","species","2021_TAHB_A_1","Tah bay eel","1","6/27/21","11/22/21"
